id_vente,id_date,id_produit,id_client,id_region,id_livreur,quantite_vendue,montant_ht,montant_ttc,delai_livraison_jours,prix_unitaire,statut_commande
28066,20240512,45,745.0,13,20,10,11245.0,13494.0,1,1349.4,annulé
28067,20241107,44,59.0,4,24,12,74370.0,89244.0,-112,7437.0,retourné
28068,20230928,44,775.0,6,33,2,563.07,675.68,10,337.84,en_cours
28069,20240911,6,510.0,15,26,18,211113.6,253336.32,3,14074.24,retourné
28070,20230423,33,233.0,1,43,14,28307.53,33969.04,6,2426.36,livré
28071,20240818,110,772.0,4,17,12,115824.9,138989.88,10,11582.49,annulé
28072,20230113,31,742.0,1,26,4,34100.0,40920.0,4,10230.0,en_cours
28073,20230420,10,539.0,1,41,17,116282.55,139539.06,9,8208.18,en_cours
28074,20231105,109,143.0,15,27,13,126215.38,151458.45,-170,11650.65,annulé
28075,20230822,64,36.0,4,4,5,4608.12,5529.75,3,1105.95,en_cours
28076,20241106,2,405.0,13,12,6,28198.95,33838.74,-146,5639.79,livré
28077,20230905,36,190.0,11,7,14,93460.5,112152.6,2,8010.9,livré
28078,20230709,48,538.0,11,1,12,91551.2,109861.44,2,9155.12,en_cours
28079,20230310,27,269.0,1,31,5,29223.54,35068.25,6,7013.65,en_cours
28080,20240430,63,524.0,9,51,19,150183.76,180220.51,7,9485.29,en_cours
28081,20240516,53,932.0,1,5,20,112740.0,135288.0,6,6764.4,en_cours
28082,20230615,85,823.0,1,26,4,48001.53,57601.84,4,14400.46,livré
28083,20241007,59,162.0,11,30,5,19987.67,23985.2,10,4797.04,en_cours
28084,20240608,41,642.0,15,20,12,23789.9,28547.88,5,2378.99,en_cours
28085,20230213,112,909.0,1,51,9,17066.03,20479.23,8,2275.47,en_cours
28086,20230807,56,231.0,9,46,12,51315.2,61578.24,3,5131.52,livré
28087,20240511,1,142.0,1,1,11,74464.77,89357.73,9,8123.43,en_cours
28088,20240820,102,508.0,11,49,13,66044.44,79253.33,3,6096.41,livré
28089,20240726,57,644.0,10,30,10,106096.67,127316.0,10,12731.6,en_cours
28090,20240707,12,430.0,15,29,19,110508.91,132610.69,4,6979.51,en_cours
28091,20230624,16,955.0,15,41,17,179917.09,215900.51,8,12700.03,annulé
28092,20230926,99,981.0,9,14,10,7487.58,8985.1,10,898.51,annulé
28093,20240603,83,619.0,1,15,1,11268.12,13521.75,8,13521.75,livré
28094,20241222,116,664.0,15,5,17,30466.27,36559.52,3,2150.56,annulé
28095,20230810,119,12.0,13,45,4,24395.17,29274.2,6,7318.55,en_cours
28096,20240824,45,971.0,15,31,15,173093.12,207711.75,7,13847.45,annulé
28097,20240512,44,360.0,1,30,17,50206.81,60248.17,217,3544.01,livré
28098,20231123,50,985.0,13,46,14,35828.8,42994.56,5,3071.04,livré
28099,20230829,98,77.0,4,8,4,47589.83,57107.8,-232,14276.95,annulé
28100,20231228,108,770.0,9,3,18,45786.6,54943.92,7,3052.44,retourné
28101,20230107,111,520.0,9,1,16,33964.27,40757.12,10,2547.32,annulé
28102,20240123,95,636.0,1,39,12,12214.7,14657.64,5,1221.47,retourné
28103,20240507,42,162.0,1,47,5,56338.67,67606.4,10,13521.28,retourné
28104,20230619,9,835.0,9,49,16,172612.4,207134.88,9,12945.93,annulé
28105,20230620,40,236.0,6,7,16,128533.33,154240.0,8,9640.0,en_cours
28106,20231115,103,697.0,15,1,19,193079.58,231695.5,6,12194.5,en_cours
28107,20241211,66,528.0,6,28,2,10543.18,12651.82,4,6325.91,annulé
28108,20240310,53,358.0,6,26,12,32523.5,39028.2,7,3252.35,en_cours
28109,20231022,91,943.0,1,7,18,53967.9,64761.48,7,3597.86,annulé
28110,20240421,8,345.0,1,25,19,91154.56,109385.47,4,5757.13,annulé
28111,20230214,108,410.0,1,2,15,65004.25,78005.1,8,5200.34,livré
28112,20231121,104,516.0,1,24,17,123293.21,147951.85,6,8703.05,en_cours
28113,20230216,43,721.0,1,1,6,28046.05,33655.26,9,5609.21,annulé
28114,20240326,49,502.0,1,34,6,57721.8,69266.16,9,11544.36,retourné
28115,20231218,81,79.0,6,42,9,76868.4,92242.08,6,10249.12,retourné
28116,20230626,96,349.0,13,31,16,184404.67,221285.6,8,13830.35,annulé
28117,20240909,63,870.0,1,23,2,22582.73,27099.28,1,13549.64,livré
28118,20241103,78,940.0,1,7,17,16074.92,19289.9,1,1134.7,retourné
28119,20231019,21,809.0,9,4,13,10954.23,13145.08,7,1011.16,en_cours
28120,20240718,26,17.0,10,6,17,121678.49,146014.19,5,8589.07,annulé
28121,20240522,68,248.0,4,20,9,16023.9,19228.68,8,2136.52,retourné
28122,20240817,71,293.0,1,35,12,97733.3,117279.96,4,9773.33,en_cours
28123,20240607,39,576.0,15,35,18,177555.15,213066.18,5,11837.01,retourné
28124,20240708,76,692.0,11,23,13,82390.21,98868.25,39,7605.25,en_cours
28125,20240628,28,154.0,4,14,16,191578.27,229893.92,7,14368.37,livré
28126,20230416,108,894.0,9,47,16,21580.67,25896.8,5,1618.55,livré
28127,20230831,72,100.0,11,8,19,194049.22,232859.06,1,12255.74,en_cours
28128,20240429,86,35.0,1,8,5,20581.88,24698.25,-115,4939.65,retourné
28129,20240412,115,183.0,9,32,8,86623.53,103948.24,245,12993.53,annulé
28130,20230731,55,420.0,4,13,19,122424.28,146909.14,6,7732.06,annulé
28131,20240312,94,947.0,4,19,11,3255.54,3906.65,5,355.15,retourné
28132,20230613,13,547.0,1,9,6,60190.8,72228.96,5,12038.16,retourné
28133,20240104,96,765.0,1,14,4,28066.6,33679.92,5,8419.98,livré
28134,20230222,116,753.0,6,22,7,4691.69,5630.03,6,804.29,retourné
28135,20231224,38,702.0,4,27,11,39616.04,47539.25,10,4321.75,en_cours
28136,20230514,68,986.0,1,29,4,46169.47,55403.36,10,13850.84,annulé
28137,20230205,70,861.0,9,41,12,20971.9,25166.28,1,2097.19,en_cours
28138,20230422,38,768.0,9,20,5,49835.33,59802.4,4,11960.48,en_cours
28139,20230401,19,824.0,9,17,17,128225.19,153870.23,4,9051.19,en_cours
28140,20240823,6,225.0,4,18,11,54039.42,64847.31,1,5895.21,livré
28141,20231128,50,895.0,6,24,1,9580.78,11496.93,-200,11496.93,retourné
28142,20231026,92,373.0,1,47,15,184844.88,221813.85,9,14787.59,retourné
28143,20230325,108,791.0,1,17,11,44458.88,53350.66,-80,4850.06,en_cours
28144,20231013,83,812.0,1,28,14,84530.72,101436.86,9,7245.49,en_cours
28145,20240922,32,663.0,1,31,12,51714.1,62056.92,9,5171.41,livré
28146,20230403,111,625.0,15,50,15,178107.38,213728.85,8,14248.59,livré
28147,20231012,5,600.0,9,19,17,116124.45,139349.34,2,8197.02,annulé
28148,20230627,119,209.0,6,51,9,39422.7,47307.24,3,5256.36,en_cours
28149,20240918,10,296.0,6,19,5,48384.63,58061.55,8,11612.31,annulé
28150,20240418,111,875.0,6,47,2,350.65,420.78,5,210.39,retourné
28151,20240523,32,701.0,15,21,2,11410.15,13692.18,6,6846.09,retourné
28152,20230730,46,37.0,1,1,3,11574.0,13888.8,8,4629.6,livré
28153,20230810,27,630.0,10,32,18,125823.45,150988.14,3,8388.23,en_cours
28154,20240222,38,529.0,1,24,3,11749.42,14099.31,10,4699.77,annulé
28155,20240322,46,146.0,1,28,17,97792.78,117351.34,7,6903.02,en_cours
28156,20240829,40,70.0,10,19,3,12201.98,14642.37,9,4880.79,en_cours
28157,20240818,26,84.0,11,32,11,48224.73,57869.68,6,5260.88,retourné
28158,20240816,72,986.0,1,27,17,105768.05,126921.66,5,7465.98,livré
28159,20241015,69,533.0,11,3,3,11186.4,13423.68,3,4474.56,retourné
28160,20241219,10,490.0,1,37,13,126327.17,151592.61,6,11660.97,en_cours
28161,20240901,119,28.0,10,16,8,11452.33,13742.8,91,1717.85,annulé
28162,20230325,109,499.0,6,2,12,73307.9,87969.48,5,7330.79,annulé
28163,20231121,11,698.0,11,39,6,59027.75,70833.3,9,11805.55,en_cours
28164,20240627,11,662.0,6,40,13,20189.76,24227.71,2,1863.67,annulé
28165,20230102,109,367.0,4,43,7,26803.88,32164.65,304,4594.95,annulé
28166,20240310,71,47.0,13,26,5,17567.08,21080.5,10,4216.1,retourné
28167,20240425,50,543.0,10,37,10,37349.75,44819.7,1,4481.97,livré
28168,20240501,21,564.0,10,18,13,84957.71,101949.25,7,7842.25,en_cours
28169,20240607,37,863.0,15,14,17,15167.82,18201.39,37,1070.67,retourné
28170,20230131,98,979.0,10,25,2,7401.43,8881.72,9,4440.86,livré
28171,20230212,35,128.0,10,49,18,46437.6,55725.12,28,3095.84,livré
28172,20241004,33,738.0,11,12,7,77386.87,92864.24,3,13266.32,annulé
28173,20231108,17,48.0,1,44,5,34726.96,41672.35,2,8334.47,retourné
28174,20230806,88,904.0,13,28,4,18233.23,21879.88,2,5469.97,annulé
28175,20230516,38,47.0,15,39,12,5056.3,6067.56,4,505.63,en_cours
28176,20231023,54,57.0,10,27,6,61611.2,73933.44,8,12322.24,en_cours
28177,20231022,47,413.0,1,24,17,162902.64,195483.17,1,11499.01,en_cours
28178,20231119,101,158.0,6,5,8,877.0,1052.4,6,131.55,en_cours
28179,20230719,43,850.0,13,1,16,69928.13,83913.76,3,5244.61,retourné
28180,20230515,98,669.0,15,23,18,151588.35,181906.02,10,10105.89,livré
28181,20240222,39,626.0,1,15,16,196074.93,235289.92,7,14705.62,en_cours
28182,20241211,96,569.0,4,44,14,170505.07,204606.08,9,14614.72,retourné
28183,20240630,100,15.0,10,46,15,81986.25,98383.5,4,6558.9,retourné
28184,20240418,28,156.0,15,26,4,32246.67,38696.0,8,9674.0,annulé
28185,20230225,69,257.0,13,25,3,16978.5,20374.2,3,6791.4,annulé
28186,20240801,31,686.0,1,37,18,111400.8,133680.96,61,7426.72,en_cours
28187,20240204,22,17.0,10,11,19,130363.12,156435.74,274,8233.46,livré
28188,20231201,58,158.0,9,36,18,79428.6,95314.32,8,5295.24,annulé
28189,20240630,14,194.0,1,37,11,6332.98,7599.57,5,690.87,livré
28190,20230228,97,192.0,1,50,8,33510.27,40212.32,95,5026.54,en_cours
28191,20230827,57,268.0,4,51,7,71010.86,85213.03,5,12173.29,en_cours
28192,20240426,57,459.0,1,5,20,192340.33,230808.4,2,11540.42,en_cours
28193,20230802,36,203.0,1,8,20,224532.33,269438.8,1,13471.94,retourné
28194,20240528,103,203.0,15,17,10,80882.5,97059.0,-83,9705.9,en_cours
28195,20240612,22,143.0,6,46,5,19016.92,22820.3,185,4564.06,livré
28196,20241013,114,677.0,1,23,17,51674.76,62009.71,3,3647.63,annulé
28197,20230302,29,120.0,1,1,5,37123.12,44547.75,6,8909.55,annulé
28198,20231022,103,615.0,1,42,18,121505.85,145807.02,2,8100.39,en_cours
28199,20240218,117,875.0,9,38,1,8461.08,10153.3,8,10153.3,retourné
28200,20240708,110,723.0,13,25,12,50790.5,60948.6,2,5079.05,en_cours
28201,20230905,68,414.0,11,21,7,58523.56,70228.27,-113,10032.61,en_cours
28202,20240627,115,164.0,10,20,9,100183.95,120220.74,9,13357.86,en_cours
28203,20240906,15,804.0,9,9,8,96715.0,116058.0,2,14507.25,retourné
28204,20241130,42,881.0,9,31,18,67274.1,80728.92,5,4484.94,retourné
28205,20230211,9,922.0,9,47,4,31346.0,37615.2,150,9403.8,en_cours
28206,20231227,58,555.0,9,21,17,37708.41,45250.09,9,2661.77,annulé
28207,20230729,24,968.0,10,17,11,42466.23,50959.48,9,4632.68,livré
28208,20230310,98,973.0,1,10,16,110150.53,132180.64,1,8261.29,en_cours
28209,20230512,79,351.0,10,36,8,51845.0,62214.0,6,7776.75,retourné
28210,20240821,16,177.0,1,30,17,5377.24,6452.69,9,379.57,livré
28211,20230905,66,237.0,1,14,13,85442.5,102531.0,8,7887.0,en_cours
28212,20231208,97,46.0,15,37,5,28896.62,34675.95,-112,6935.19,livré
28213,20230123,18,876.0,13,26,2,4148.63,4978.36,5,2489.18,en_cours
28214,20240611,109,577.0,1,12,13,146223.03,175467.63,157,13497.51,en_cours
28215,20230919,72,293.0,11,43,3,31224.55,37469.46,4,12489.82,en_cours
28216,20230810,101,780.0,4,12,2,2187.13,2624.56,4,1312.28,retourné
28217,20240907,27,577.0,6,25,20,59073.0,70887.6,2,3544.38,en_cours
28218,20241012,52,167.0,1,25,19,91148.7,109378.44,61,5756.76,en_cours
28219,20230217,53,896.0,4,47,15,57751.25,69301.5,2,4620.1,retourné
28220,20230926,102,854.0,11,34,18,40271.25,48325.5,6,2684.75,annulé
28221,20230811,5,668.0,15,5,2,4923.67,5908.4,122,2954.2,en_cours
28222,20230217,64,194.0,15,17,15,36044.75,43253.7,5,2883.58,en_cours
28223,20240418,36,386.0,1,49,6,32561.5,39073.8,3,6512.3,annulé
28224,20231214,42,136.0,1,43,17,68414.8,82097.76,1,4829.28,livré
28225,20240531,7,842.0,9,18,15,115612.12,138734.55,10,9248.97,en_cours
28226,20230913,13,273.0,15,40,11,81432.91,97719.49,8,8883.59,en_cours
28227,20230212,62,625.0,6,23,7,24016.59,28819.91,1,4117.13,annulé
28228,20230324,36,740.0,15,1,6,59016.35,70819.62,8,11803.27,annulé
28229,20230806,83,79.0,1,37,6,73633.1,88359.72,9,14726.62,en_cours
28230,20240310,79,112.0,1,18,2,11673.45,14008.14,6,7004.07,annulé
28231,20231226,35,764.0,1,30,18,33683.25,40419.9,1,2245.55,annulé
28232,20231117,43,327.0,15,8,10,18641.5,22369.8,7,2236.98,retourné
28233,20230106,48,431.0,11,2,1,8025.17,9630.21,59,9630.21,retourné
28234,20240823,112,178.0,1,36,6,9910.85,11893.02,-227,1982.17,en_cours
28235,20241210,99,883.0,15,13,2,7090.68,8508.82,5,4254.41,retourné
28236,20230205,35,587.0,9,27,8,790.4,948.48,89,118.56,en_cours
28237,20230311,103,347.0,9,13,14,17241.82,20690.18,9,1477.87,en_cours
28238,20240708,84,393.0,11,44,9,32239.12,38686.95,123,4298.55,en_cours
28239,20231202,29,319.0,1,48,6,40951.7,49142.04,6,8190.34,annulé
28240,20240511,79,712.0,11,5,13,156303.12,187563.74,10,14427.98,en_cours
28241,20230424,22,514.0,9,23,5,36894.42,44273.3,3,8854.66,en_cours
28242,20230930,56,614.0,1,29,14,141092.82,169311.38,-204,12093.67,retourné
28243,20240706,97,125.0,4,6,15,87052.75,104463.3,-23,6964.22,retourné
28244,20240921,76,686.0,10,24,4,34402.33,41282.8,7,10320.7,annulé
28245,20230313,13,231.0,9,22,1,7334.85,8801.82,5,8801.82,en_cours
28246,20230315,7,437.0,15,44,4,28745.33,34494.4,10,8623.6,en_cours
28247,20231230,113,324.0,6,1,20,9046.5,10855.8,1,542.79,annulé
28248,20230212,37,320.0,9,32,4,998.23,1197.88,303,299.47,en_cours
28249,20230909,15,895.0,15,6,16,106148.93,127378.72,6,7961.17,en_cours
28250,20240806,31,492.0,9,13,15,175311.75,210374.1,5,14024.94,en_cours
28251,20230213,31,678.0,1,6,10,12245.75,14694.9,4,1469.49,en_cours
28252,20230916,93,683.0,4,2,5,56348.83,67618.6,10,13523.72,en_cours
28253,20230528,95,674.0,9,1,17,164984.43,197981.32,3,11645.96,annulé
28254,20230629,16,840.0,11,8,4,27505.23,33006.28,8,8251.57,livré
28255,20231021,49,388.0,13,25,6,38967.0,46760.4,3,7793.4,en_cours
28256,20240809,110,36.0,4,18,10,106053.5,127264.2,7,12726.42,annulé
28257,20230324,104,341.0,15,29,20,45566.17,54679.4,1,2733.97,retourné
28258,20230709,54,624.0,4,1,7,31776.73,38132.08,1,5447.44,retourné
28259,20230902,17,817.0,1,43,12,44714.2,53657.04,10,4471.42,retourné
28260,20230126,70,752.0,6,8,14,97112.28,116534.74,3,8323.91,en_cours
28261,20240516,22,227.0,6,4,15,2899.75,3479.7,5,231.98,en_cours
28262,20240712,58,137.0,11,45,14,144873.52,173848.22,2,12417.73,en_cours
28263,20230523,25,164.0,9,51,19,237372.7,284847.24,1,14991.96,en_cours
28264,20240403,48,283.0,13,32,2,12690.83,15229.0,-20,7614.5,annulé
28265,20231108,78,679.0,1,7,18,46531.35,55837.62,9,3102.09,en_cours
28266,20230831,8,568.0,10,50,3,12410.8,14892.96,9,4964.32,livré
28267,20240623,63,955.0,1,35,19,234449.71,281339.65,3,14807.35,en_cours
28268,20230726,9,907.0,13,22,13,128596.0,154315.2,4,11870.4,en_cours
28269,20231207,78,448.0,15,43,9,69220.28,83064.33,10,9229.37,en_cours
28270,20241227,87,575.0,1,20,10,87913.75,105496.5,3,10549.65,annulé
28271,20230707,21,20.0,1,32,1,11005.15,13206.18,4,13206.18,livré
28272,20240911,14,135.0,1,47,19,99188.87,119026.64,7,6264.56,en_cours
28273,20240131,120,271.0,9,22,11,33882.2,40658.64,10,3696.24,annulé
28274,20240625,77,241.0,1,5,15,35017.0,42020.4,5,2801.36,en_cours
28275,20240720,42,961.0,13,38,2,24444.5,29333.4,10,14666.7,en_cours
28276,20240802,114,540.0,9,47,11,136229.96,163475.95,31,14861.45,retourné
28277,20241122,76,527.0,6,44,6,70536.2,84643.44,5,14107.24,livré
28278,20230828,94,98.0,15,20,17,38751.08,46501.29,-111,2735.37,annulé
28279,20241004,97,244.0,1,4,20,44275.83,53131.0,10,2656.55,en_cours
28280,20230311,86,158.0,1,51,15,19603.12,23523.75,1,1568.25,livré
28281,20230108,50,369.0,1,14,9,61967.1,74360.52,9,8262.28,livré
28282,20240307,24,995.0,13,49,19,137996.37,165595.64,1,8715.56,en_cours
28283,20240305,84,135.0,1,4,4,13129.47,15755.36,69,3938.84,livré
28284,20230607,87,543.0,1,43,4,36732.17,44078.6,4,11019.65,livré
28285,20231102,32,729.0,13,39,13,125200.94,150241.13,-254,11557.01,annulé
28286,20230701,114,470.0,9,23,13,49591.53,59509.84,7,4577.68,retourné
28287,20240308,30,415.0,9,21,12,3717.0,4460.4,31,371.7,annulé
28288,20231020,88,523.0,4,11,1,3762.12,4514.54,9,4514.54,livré
28289,20230421,59,232.0,1,37,13,86646.08,103975.3,8,7998.1,en_cours
28290,20230411,101,643.0,10,10,15,186302.88,223563.45,1,14904.23,en_cours
28291,20240518,104,56.0,1,19,12,67864.8,81437.76,9,6786.48,annulé
28292,20230201,19,752.0,13,7,8,89915.6,107898.72,273,13487.34,en_cours
28293,20241107,97,795.0,10,28,10,122566.75,147080.1,8,14708.01,annulé
28294,20240327,96,788.0,9,40,1,10880.28,13056.34,5,13056.34,livré
28295,20230815,96,158.0,4,19,16,117756.13,141307.36,5,8831.71,en_cours
28296,20230606,99,391.0,6,41,15,137643.0,165171.6,8,11011.44,livré
28297,20230522,31,840.0,1,27,18,42465.9,50959.08,9,2831.06,retourné
28298,20240215,94,101.0,1,34,17,130136.98,156164.38,10,9186.14,livré
28299,20241124,54,874.0,15,30,8,45049.73,54059.68,9,6757.46,livré
28300,20230407,18,974.0,15,48,19,136937.75,164325.3,153,8648.7,livré
28301,20241220,55,606.0,15,22,16,132827.2,159392.64,5,9962.04,retourné
28302,20240806,58,910.0,9,10,15,159006.25,190807.5,61,12720.5,annulé
28303,20230705,65,505.0,1,5,14,61441.45,73729.74,6,5266.41,livré
28304,20240607,111,814.0,6,25,18,75481.8,90578.16,183,5032.12,en_cours
28305,20230824,95,660.0,1,30,16,177661.87,213194.24,9,13324.64,en_cours
28306,20240128,95,229.0,1,7,9,75380.92,90457.11,10,10050.79,annulé
28307,20231016,111,570.0,15,2,12,140288.2,168345.84,4,14028.82,retourné
28308,20240104,110,947.0,10,36,9,9957.3,11948.76,152,1327.64,annulé
28309,20240921,25,672.0,10,24,17,123457.54,148149.05,7,8714.65,en_cours
28310,20230404,46,12.0,10,45,1,8610.57,10332.68,9,10332.68,annulé
28311,20240522,39,533.0,1,12,7,74903.27,89883.92,6,12840.56,annulé
28312,20240406,62,586.0,10,16,7,74182.27,89018.72,1,12716.96,livré
28313,20231102,97,356.0,4,4,19,167492.28,200990.74,9,10578.46,en_cours
28314,20240905,109,15.0,1,32,4,19278.47,23134.16,4,5783.54,livré
28315,20240222,38,941.0,9,3,19,135968.28,163161.93,5,8587.47,en_cours
28316,20240501,20,874.0,1,39,14,158705.52,190446.62,8,13603.33,retourné
28317,20230117,36,774.0,6,26,17,27519.46,33023.35,4,1942.55,livré
28318,20230714,57,210.0,4,1,7,38284.05,45940.86,10,6562.98,livré
28319,20240727,10,269.0,10,33,9,34378.12,41253.75,7,4583.75,livré
28320,20240708,75,981.0,6,47,3,11984.95,14381.94,38,4793.98,annulé
28321,20231224,66,104.0,1,51,11,60267.9,72321.48,4,6574.68,retourné
28322,20231027,46,894.0,1,19,11,106425.18,127710.22,6,11610.02,livré
28323,20230902,50,141.0,15,22,16,16635.33,19962.4,10,1247.65,retourné
28324,20230725,34,44.0,4,47,20,209004.5,250805.4,1,12540.27,retourné
28325,20240218,7,219.0,1,8,4,47687.87,57225.44,1,14306.36,retourné
28326,20240718,50,979.0,15,32,8,67332.4,80798.88,7,10099.86,livré
28327,20231010,75,863.0,9,8,19,15323.18,18387.82,9,967.78,retourné
28328,20240121,56,479.0,1,30,5,50059.17,60071.0,5,12014.2,retourné
28329,20240930,82,205.0,10,35,17,146100.41,175320.49,7,10312.97,annulé
28330,20230305,91,75.0,6,17,2,13753.3,16503.96,10,8251.98,livré
28331,20240524,61,155.0,1,35,10,21294.25,25553.1,7,2555.31,retourné
28332,20230604,73,491.0,13,42,18,193105.05,231726.06,-50,12873.67,en_cours
28333,20231020,50,783.0,11,19,9,82677.75,99213.3,1,11023.7,annulé
28334,20241018,6,170.0,10,42,20,144269.83,173123.8,7,8656.19,en_cours
28335,20231227,58,496.0,9,28,8,64991.67,77990.0,3,9748.75,annulé
28336,20230426,6,782.0,6,51,5,28484.58,34181.5,5,6836.3,en_cours
28337,20240224,8,355.0,1,31,9,88842.98,106611.57,-21,11845.73,en_cours
28338,20230426,93,808.0,1,5,1,9879.53,11855.44,40,11855.44,annulé
28339,20241229,58,80.0,11,44,19,158206.83,189848.19,3,9992.01,retourné
28340,20230702,75,834.0,1,7,13,99403.96,119284.75,2,9175.75,en_cours
28341,20231209,108,998.0,6,3,20,169134.0,202960.8,1,10148.04,en_cours
28342,20240412,94,802.0,10,38,2,19967.5,23961.0,91,11980.5,en_cours
28343,20240427,38,135.0,1,34,10,14267.92,17121.5,39,1712.15,en_cours
28344,20230718,112,548.0,13,1,20,89398.17,107277.8,1,5363.89,en_cours
28345,20230610,57,159.0,6,28,15,36765.5,44118.6,8,2941.24,en_cours
28346,20230505,103,73.0,6,28,8,17643.2,21171.84,214,2646.48,en_cours
28347,20230310,75,607.0,1,22,18,187678.35,225214.02,1,12511.89,annulé
28348,20230517,30,741.0,9,36,2,10811.03,12973.24,9,6486.62,livré
28349,20240512,29,934.0,1,6,2,13901.77,16682.12,1,8341.06,retourné
28350,20240507,65,748.0,15,26,6,65285.75,78342.9,31,13057.15,en_cours
28351,20230422,46,655.0,9,4,10,64191.17,77029.4,1,7702.94,en_cours
28352,20240606,100,612.0,1,22,7,55891.32,67069.59,9,9581.37,en_cours
28353,20240104,27,679.0,9,15,5,29998.38,35998.05,213,7199.61,livré
28354,20240901,8,293.0,6,48,15,12959.38,15551.25,4,1036.75,en_cours
28355,20231028,112,208.0,9,40,19,84645.48,101574.57,-200,5346.03,en_cours
28356,20240615,46,26.0,15,6,9,79918.12,95901.75,6,10655.75,retourné
28357,20240404,13,210.0,15,34,16,15931.87,19118.24,9,1194.89,en_cours
28358,20230803,49,801.0,11,1,5,6000.83,7201.0,1,1440.2,livré
28359,20231106,74,296.0,11,42,5,4832.08,5798.5,10,1159.7,en_cours
28360,20240718,109,351.0,9,23,12,141640.7,169968.84,7,14164.07,annulé
28361,20240109,90,459.0,11,5,6,9646.7,11576.04,4,1929.34,livré
28362,20230121,79,759.0,13,21,7,53750.55,64500.66,6,9214.38,en_cours
28363,20241209,70,226.0,15,7,3,5722.08,6866.49,3,2288.83,livré
28364,20230707,35,934.0,4,9,14,22649.32,27179.18,3,1941.37,retourné
28365,20240427,73,201.0,10,10,15,106324.5,127589.4,3,8505.96,en_cours
28366,20230824,52,878.0,11,23,7,40150.66,48180.79,5,6882.97,retourné
28367,20231214,49,415.0,9,15,15,22182.75,26619.3,10,1774.62,en_cours
28368,20231005,19,648.0,9,36,17,193767.98,232521.58,-139,13677.74,en_cours
28369,20240909,104,272.0,11,1,14,128709.82,154451.78,10,11032.27,livré
28370,20241006,16,196.0,9,1,8,91064.13,109276.96,31,13659.62,retourné
28371,20230619,76,611.0,11,43,16,70480.8,84576.96,4,5286.06,annulé
28372,20231101,94,47.0,4,23,16,104254.4,125105.28,4,7819.08,retourné
28373,20230830,11,341.0,1,18,8,29195.0,35034.0,8,4379.25,en_cours
28374,20231217,64,607.0,1,44,12,31002.1,37202.52,3,3100.21,livré
28375,20230501,62,220.0,9,17,13,34783.99,41740.79,5,3210.83,annulé
28376,20230528,109,609.0,11,3,2,19049.8,22859.76,9,11429.88,annulé
28377,20230425,115,355.0,4,42,4,24024.7,28829.64,1,7207.41,en_cours
28378,20240223,69,49.0,1,8,3,29886.98,35864.37,4,11954.79,livré
28379,20230914,112,496.0,1,28,2,23807.43,28568.92,3,14284.46,en_cours
28380,20240914,21,582.0,9,3,19,178103.78,213724.54,1,11248.66,en_cours
28381,20230706,36,858.0,1,26,1,4257.51,5109.01,6,5109.01,annulé
28382,20241218,55,87.0,1,16,13,49446.91,59336.29,6,4564.33,en_cours
28383,20240227,21,287.0,1,17,15,132014.5,158417.4,2,10561.16,retourné
28384,20230827,44,278.0,9,24,20,144396.83,173276.2,4,8663.81,livré
28385,20240119,116,876.0,4,41,11,42251.28,50701.53,9,4609.23,en_cours
28386,20230720,92,55.0,13,9,18,181674.6,218009.52,10,12111.64,en_cours
28387,20240321,44,467.0,9,39,19,80806.53,96967.83,1,5103.57,retourné
28388,20230115,91,106.0,15,1,13,31461.19,37753.43,1,2904.11,en_cours
28389,20230526,114,875.0,6,1,5,24924.46,29909.35,2,5981.87,en_cours
28390,20230107,107,462.0,6,14,8,10805.8,12966.96,1,1620.87,en_cours
28391,20230401,5,224.0,11,35,10,56509.0,67810.8,122,6781.08,livré
28392,20230130,39,646.0,1,16,9,41833.95,50200.74,2,5577.86,retourné
28393,20240204,29,104.0,6,35,12,103974.8,124769.76,6,10397.48,retourné
28394,20230103,95,460.0,4,44,10,115329.83,138395.8,6,13839.58,livré
28395,20230226,42,731.0,1,23,19,186465.53,223758.63,158,11776.77,annulé
28396,20240718,81,527.0,13,14,11,22056.47,26467.76,9,2406.16,en_cours
28397,20240516,35,352.0,1,18,17,114190.84,137029.01,5,8060.53,annulé
28398,20241214,98,672.0,11,34,13,30573.62,36688.34,1,2822.18,en_cours
28399,20230707,107,737.0,9,24,13,113938.82,136726.59,9,10517.43,annulé
28400,20230308,6,760.0,1,1,3,10138.78,12166.53,1,4055.51,annulé
28401,20231221,57,286.0,15,50,17,40421.04,48505.25,7,2853.25,en_cours
28402,20241210,28,799.0,1,5,4,33484.8,40181.76,8,10045.44,en_cours
28403,20240608,15,557.0,1,35,13,90216.97,108260.36,92,8327.72,annulé
28404,20241020,51,474.0,1,45,12,14797.4,17756.88,5,1479.74,en_cours
28405,20241101,6,564.0,4,4,5,54180.88,65017.05,2,13003.41,retourné
28406,20240801,106,235.0,1,5,15,106670.25,128004.3,3,8533.62,en_cours
28407,20241223,76,911.0,15,28,7,74855.9,89827.08,8,12832.44,livré
28408,20230718,108,367.0,6,41,9,18795.97,22555.17,8,2506.13,annulé
28409,20231201,99,163.0,1,13,14,4551.17,5461.4,5,390.1,livré
28410,20230614,71,261.0,1,1,20,90949.33,109139.2,4,5456.96,en_cours
28411,20241027,55,9.0,11,19,19,74844.48,89813.38,1,4727.02,livré
